#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
114	FFAR3_AD	FFAR3	2865	AD	0.4952	0.0093	0.5014	0.3713	0.0000	0.3113	0.0000	0.5014	0.5014	1.0000	0		Patent ductus arteriosus (HP:0001643)-abnormal heart rate (MP:0001629), Aortic root aneurysm (HP:0002616)-abnormal heart rate (MP:0001629), 		Proximity to CHRM3 associated with Prune belly syndrome (OMIM:100100): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Congenital hip dislocation (HP:0001374), 	Proximity to CHRM3 Patent ductus arteriosus (HP:0001643)-decreased vasodilation (MP:0005591), Aortic root aneurysm (HP:0002616)-decreased vasodilation (MP:0005591), 	Proximity to CHRM3 Patent ductus arteriosus (HP:0001643)-heart edematous, abnormal (ZP:0001192), Aortic root aneurysm (HP:0002616)-heart edematous, abnormal (ZP:0001192), 
115	DGKG_AD	DGKG	1608	AD	0.4973	0.0091	0.5006	0.3702	0.0000	0.0000	0.0000	0.5006	0.5006	1.0000	0				Proximity to PLCB3 associated with Spondylometaphyseal dysplasia with corneal dystrophy (OMIM:618961): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Coarse metaphyseal trabecularization (HP:0100670), 		Proximity to PLCB3 Patent ductus arteriosus (HP:0001643)-mouth open, abnormal (ZP:0005097), Genu valgum (HP:0002857)-ceratohyal-branchiostegal ray joint morphology, abnormal (ZP:0000935), 
116	COL22A1_AD	COL22A1	169044	AD	0.5023	0.0087	0.5056	0.3594	0.0000	0.0000	0.0000	0.5056	0.5056	1.0000	0				Proximity to COL10A1 associated with Metaphyseal chondrodysplasia, Schmid type (OMIM:156500): Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to COL10A1 Genu valgum (HP:0002857)-short femur (MP:0003109), 	
117	GMEB2_AD	GMEB2	26205	AD	0.5047	0.0085	0.5000	0.3634	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SOX4 associated with Coffin-Siris syndrome (ORPHA:1465): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Hypoplastic fifth toenail (HP:0011937), 	Proximity to SOX4 Patent ductus arteriosus (HP:0001643)-abnormal coronary artery morphology (MP:0004111), Aortic root aneurysm (HP:0002616)-persistent right dorsal aorta (MP:0010572), Genu valgum (HP:0002857)-abnormal B cell differentiation (MP:0002144), 	
118	GALNT1_AD	GALNT1	2589	AD	0.5091	0.0082	0.5044	0.3542	0.0000	0.4717	0.0000	0.5044	0.5044	1.0000	0		Patent ductus arteriosus (HP:0001643)-dilated ascending aorta (MP:0010470), Aortic root aneurysm (HP:0002616)-dilated ascending aorta (MP:0010470), Genu valgum (HP:0002857)-decreased basophil cell number (MP:0002607), 		Proximity to GALNT3 associated with Tumoral calcinosis, hyperphosphatemic, familial, 1 (OMIM:211900): Patent ductus arteriosus (HP:0001643)-Vascular calcification (HP:0004934), Aortic root aneurysm (HP:0002616)-Vascular calcification (HP:0004934), 	Proximity to GALNT3 Patent ductus arteriosus (HP:0001643)-calcified aorta (MP:0010522), Aortic root aneurysm (HP:0002616)-calcified aorta (MP:0010522), Genu valgum (HP:0002857)-increased compact bone volume (MP:0010964), 	
118	ACE_AD	ACE	1636	AD	0.5094	0.0082	0.2512	0.6406	0.3055	0.4396	0.0000	0.5023	0.5023	0.5000	0	Renal tubular dysgenesis (OMIM:267430): Patent ductus arteriosus (HP:0001643)-Hypotension (HP:0002615), Aortic root aneurysm (HP:0002616)-Hypotension (HP:0002615), Genu valgum (HP:0002857)-Widely patent fontanelles and sutures (HP:0004492), 	Patent ductus arteriosus (HP:0001643)-abnormal kidney arterial blood vessel morphology (MP:0011309), Aortic root aneurysm (HP:0002616)-abnormal renal artery morphology (MP:0011317), 		Proximity to COMT associated with 22q11.2 deletion syndrome (ORPHA:567): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic arch morphology (HP:0012303), Genu valgum (HP:0002857)-Patellar dislocation (HP:0002999), 	Proximity to COMT Patent ductus arteriosus (HP:0001643)-abnormal placenta vasculature (MP:0003231), Aortic root aneurysm (HP:0002616)-abnormal placenta vasculature (MP:0003231), 	
120	MIGA2_AD	MIGA2	84895	AD	0.5183	0.0076	0.2199	0.6673	0.0000	0.2199	0.0000	0.0000	0.2199	1.0000	0		Genu valgum (HP:0002857)-decreased bone mineral density (MP:0000063), 				
121	TRAP1_AD	TRAP1	10131	AD	0.5323	0.0067	0.5606	0.2677	0.0000	0.0000	0.0000	0.5606	0.5606	1.0000	0				Proximity to TMTC3 associated with Periventricular nodular heterotopia (ORPHA:98892): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Patellar dislocation (HP:0002999), 	Proximity to TMTC3 Patent ductus arteriosus (HP:0001643)-abnormal sinus arrhythmia (MP:0004122), Aortic root aneurysm (HP:0002616)-abnormal sinus arrhythmia (MP:0004122), 	
121	ATF7IP_AD	ATF7IP	55729	AD	0.5325	0.0067	0.5001	0.3360	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to CHD7 associated with CHARGE syndrome (ORPHA:138): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic arch aneurysm (HP:0005113), Genu valgum (HP:0002857)-Abnormal tibia morphology (HP:0002992), 	Proximity to CHD7 Patent ductus arteriosus (HP:0001643)-aorta coarctation (MP:0003387), Aortic root aneurysm (HP:0002616)-aorta coarctation (MP:0003387), 	Proximity to CHD7 Patent ductus arteriosus (HP:0001643)-heart morphology, abnormal (ZP:0000107), Aortic root aneurysm (HP:0002616)-intersegmental vessel irregular spatial pattern, abnormal (ZP:0005054), Genu valgum (HP:0002857)-pectoral fin hypoplastic, abnormal (ZP:0007499), 
123	KRT6C_AD	KRT6C	286887	AD	0.5642	0.0050	0.1989	0.6450	0.1989	0.0000	0.0000	0.0000	0.1989	1.0000	0	Palmoplantar keratoderma, nonepidermolytic, focal or diffuse (OMIM:615735): Genu valgum (HP:0002857)-Plantar hyperkeratosis (HP:0007556), 					
124	ATP8A2_AD	ATP8A2	51761	AD	0.5702	0.0047	0.2500	0.5811	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0				Proximity to HBB associated with Dominant beta-thalassemia (ORPHA:231226): Patent ductus arteriosus (HP:0001643)-Dilated cardiomyopathy (HP:0001644), Aortic root aneurysm (HP:0002616)-Dilated cardiomyopathy (HP:0001644), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to HBB Genu valgum (HP:0002857)-poikilocytosis (MP:0002643), 	
125	PLXNA1_AD	PLXNA1	5361	AD	0.5837	0.0042	0.2585	0.5579	0.3753	0.3457	0.3552	0.5170	0.5170	0.5000	0	Dworschak-Punetha neurodevelopmental syndrome (OMIM:619955): Patent ductus arteriosus (HP:0001643)-Dilation of Virchow-Robin spaces (HP:0012520), Aortic root aneurysm (HP:0002616)-Dilation of Virchow-Robin spaces (HP:0012520), Genu valgum (HP:0002857)-Depressed nasal bridge (HP:0005280), 	Patent ductus arteriosus (HP:0001643)-abnormal lymphatic vessel morphology (MP:0001879), Aortic root aneurysm (HP:0002616)-abnormal lymphatic vessel morphology (MP:0001879), 	Patent ductus arteriosus (HP:0001643)-angiogenic sprout intersegmental vessel morphology, abnormal (ZP:0103280), Aortic root aneurysm (HP:0002616)-angiogenic sprout intersegmental vessel morphology, abnormal (ZP:0103280), Genu valgum (HP:0002857)-epithelial cell regenerating fin apoptotic, abnormal (ZP:0102468), 	Proximity to SEMA3E associated with CHARGE syndrome (ORPHA:138): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic arch aneurysm (HP:0005113), Genu valgum (HP:0002857)-Abnormal tibia morphology (HP:0002992), 	Proximity to SEMA3E Patent ductus arteriosus (HP:0001643)-abnormal intersomitic vessel morphology (MP:0012253), Aortic root aneurysm (HP:0002616)-abnormal intersomitic vessel morphology (MP:0012253), 	Proximity to SEMA3E Patent ductus arteriosus (HP:0001643)-axial vasculature has fewer parts of type intersegmental vessel, abnormal (ZP:0004430), Aortic root aneurysm (HP:0002616)-axial vasculature has fewer parts of type intersegmental vessel, abnormal (ZP:0004430), 
126	TTC39C_AD	TTC39C	125488	AD	0.5842	0.0041	0.2497	0.5674	0.0000	0.2497	0.2332	0.0000	0.2497	1.0000	0		Genu valgum (HP:0002857)-irregularly shaped pupil (MP:0001319), 	Genu valgum (HP:0002857)-trunk curved, abnormal (ZP:0002347), 			
126	KRTAP4-8_AR	KRTAP4-8	728224	AR	0.5842	0.0041	0.0000	0.8500	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
126	PCDHB10_AR	PCDHB10	56126	AR	0.5842	0.0041	0.0000	0.8500	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
126	GPR42_AD	GPR42	2866	AD	0.5849	0.0041	0.3113	0.4970	0.0000	0.3113	0.0000	0.0000	0.3113	1.0000	0		Patent ductus arteriosus (HP:0001643)-abnormal heart rate (MP:0001629), Aortic root aneurysm (HP:0002616)-abnormal heart rate (MP:0001629), 				
130	DOCK9_AD	DOCK9	23348	AD	0.5913	0.0039	0.5000	0.2769	0.0000	0.2062	0.0000	0.5000	0.5000	1.0000	0		Genu valgum (HP:0002857)-increased bone mineral density (MP:0000062), 		Proximity to CRKL associated with Distal 22q11.2 microdeletion syndrome (ORPHA:261330): Patent ductus arteriosus (HP:0001643)-Truncus arteriosus (HP:0001660), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Bowing of the long bones (HP:0006487), 	Proximity to CRKL Patent ductus arteriosus (HP:0001643)-ventricular septal defect (MP:0010402), Aortic root aneurysm (HP:0002616)-abnormal aortic arch morphology (MP:0004113), Genu valgum (HP:0002857)-increased cranium width (MP:0000441), 	
131	WASHC2A_AD	WASHC2A	387680	AD	0.5963	0.0037	0.5006	0.2710	0.0000	0.0000	0.0000	0.5006	0.5006	1.0000	0				Proximity to NIPA1 associated with 15q11.2 microdeletion syndrome (ORPHA:261183): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Abnormal pinna morphology (HP:0000377), 		
131	DDX51_AD	DDX51	317781	AD	0.5975	0.0037	0.5000	0.2704	0.0000	0.0000	0.2197	0.5000	0.5000	1.0000	0			Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), 	Proximity to DOHH associated with Neurodevelopmental disorder with microcephaly, cerebral atrophy, and visual impairment (OMIM:620066): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Bicuspid aortic valve (HP:0001647), 		
133	THSD4_AR	THSD4	79875	AR	0.6030	0.0035	0.2785	0.5156	0.8348	0.5570	0.0000	0.0000	0.8348	0.5000	0	Aortic aneurysm, familial thoracic 12 (OMIM:619825): Patent ductus arteriosus (HP:0001643)-Ascending aortic dissection (HP:0004933), Aortic root aneurysm (HP:0002616)-Aortic root aneurysm (HP:0002616), Genu valgum (HP:0002857)-Arthritis (HP:0001369), 	Patent ductus arteriosus (HP:0001643)-descending aorta dilation (MP:0010473), Aortic root aneurysm (HP:0002616)-descending aorta dilation (MP:0010473), 				
134	FFAR3_AR	FFAR3	2865	AR	0.6091	0.0033	0.5014	0.2572	0.0000	0.3113	0.0000	0.5014	0.5014	1.0000	0		Patent ductus arteriosus (HP:0001643)-abnormal heart rate (MP:0001629), Aortic root aneurysm (HP:0002616)-abnormal heart rate (MP:0001629), 		Proximity to CHRM3 associated with Prune belly syndrome (OMIM:100100): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Congenital hip dislocation (HP:0001374), 	Proximity to CHRM3 Patent ductus arteriosus (HP:0001643)-decreased vasodilation (MP:0005591), Aortic root aneurysm (HP:0002616)-decreased vasodilation (MP:0005591), 	Proximity to CHRM3 Patent ductus arteriosus (HP:0001643)-heart edematous, abnormal (ZP:0001192), Aortic root aneurysm (HP:0002616)-heart edematous, abnormal (ZP:0001192), 
135	RAD51AP2_AD	RAD51AP2	729475	AD	0.6128	0.0032	0.5011	0.2539	0.0000	0.0000	0.0000	0.5011	0.5011	1.0000	0				Proximity to RAD51 associated with Fanconi anemia (ORPHA:84): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic morphology (HP:0001679), Genu valgum (HP:0002857)-Hip dislocation (HP:0002827), 		
136	LYVE1_AR	LYVE1	10894	AR	0.6166	0.0031	0.5118	0.2380	0.0000	0.3435	0.2798	0.5118	0.5118	1.0000	0		Patent ductus arteriosus (HP:0001643)-lymphangiectasis (MP:0004038), Aortic root aneurysm (HP:0002616)-lymphangiectasis (MP:0004038), 	Patent ductus arteriosus (HP:0001643)-thoracic duct agenesis, abnormal (ZP:0011802), Aortic root aneurysm (HP:0002616)-thoracic duct agenesis, abnormal (ZP:0011802), 	Proximity to PDPN associated with 1p36 deletion syndrome (ORPHA:1606): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic arch aneurysm (HP:0005113), Genu valgum (HP:0002857)-Hip dysplasia (HP:0001385), 	Proximity to PDPN Patent ductus arteriosus (HP:0001643)-abnormal coronary artery morphology (MP:0004111), Aortic root aneurysm (HP:0002616)-abnormal coronary artery morphology (MP:0004111), 	
136	SBNO2_AR	SBNO2	22904	AR	0.6172	0.0031	0.5009	0.2497	0.0000	0.2471	0.2233	0.5009	0.5009	1.0000	0		Genu valgum (HP:0002857)-increased bone volume (MP:0010875), 	Genu valgum (HP:0002857)-post-vent region curved ventral, abnormal (ZP:0000638), 	Proximity to NOTCH3 associated with Lateral meningocele syndrome (OMIM:130720): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Vertebral fusion (HP:0002948), 	Proximity to NOTCH3 Patent ductus arteriosus (HP:0001643)-abnormal artery morphology (MP:0002191), Aortic root aneurysm (HP:0002616)-abnormal artery morphology (MP:0002191), 	Proximity to NOTCH3 Patent ductus arteriosus (HP:0001643)-caudal fin blood vessel hemorrhagic, abnormal (ZP:0000299), Aortic root aneurysm (HP:0002616)-caudal fin blood vessel hemorrhagic, abnormal (ZP:0000299), Genu valgum (HP:0002857)-whole organism curved, abnormal (ZP:0001448), 
138	CHGA_AD	CHGA	1113	AD	0.6183	0.0030	0.5000	0.2497	0.0000	0.3369	0.0000	0.5000	0.5000	1.0000	0		Patent ductus arteriosus (HP:0001643)-dilated heart left ventricle (MP:0002753), Aortic root aneurysm (HP:0002616)-hypertension (MP:0000231), 		Proximity to ZNF148 associated with Global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies (OMIM:617260): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), Genu valgum (HP:0002857)-Pes planus (HP:0001763), 	Proximity to ZNF148 Patent ductus arteriosus (HP:0001643)-abnormal vitelline vasculature morphology (MP:0003229), Aortic root aneurysm (HP:0002616)-abnormal vitelline vasculature morphology (MP:0003229), 	Proximity to ZNF148 Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), 
138	TMEM254_AD	TMEM254	80195	AD	0.6200	0.0030	0.5000	0.2479	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to POLR1A associated with Acrofacial dysostosis, Cincinnati type (OMIM:616462): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Femoral bowing (HP:0002980), 		Proximity to POLR1A Patent ductus arteriosus (HP:0001643)-pericardium edematous, abnormal (ZP:0000038), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), Genu valgum (HP:0002857)-pectoral fin decreased size, abnormal (ZP:0001051), 
140	FAM153A_AR	FAM153A	285596	AR	0.6341	0.0026	0.0000	0.8000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
140	POM121C_AD	POM121C	100101267	AD	0.6341	0.0026	0.0000	0.8000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
140	SPDYE6_AD	SPDYE6	729597	AD	0.6341	0.0026	0.0000	0.8000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
140	SYT15B_AR	SYT15B	102724488	AR	0.6341	0.0026	0.0000	0.8000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
140	TTN_AR	TTN	7273	AR	0.6343	0.0026	0.4202	0.3242	0.4202	0.4199	0.3607	0.0000	0.4202	1.0000	0	Autosomal recessive centronuclear myopathy (ORPHA:169186): Patent ductus arteriosus (HP:0001643)-Abnormal heart valve morphology (HP:0001654), Aortic root aneurysm (HP:0002616)-Abnormal heart valve morphology (HP:0001654), Genu valgum (HP:0002857)-Pes cavus (HP:0001761), 	Patent ductus arteriosus (HP:0001643)-abnormal dorsal aorta morphology (MP:0004787), Aortic root aneurysm (HP:0002616)-abnormal blood vessel morphology (MP:0001614), 	Patent ductus arteriosus (HP:0001643)-atrium morphology, abnormal (ZP:0011757), Aortic root aneurysm (HP:0002616)-pericardium edematous, abnormal (ZP:0000038), 			
145	HBG1_AD	HBG1	3047	AD	0.6375	0.0025	0.5004	0.2300	0.2557	0.0000	0.0000	0.5004	0.5004	1.0000	0	Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome (ORPHA:251380): Patent ductus arteriosus (HP:0001643)-Splenic infarction (HP:0034336), Aortic root aneurysm (HP:0002616)-Splenic infarction (HP:0034336), 			Proximity to SHOX associated with SHOX-related short stature (ORPHA:314795): Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 		Proximity to SHOX Genu valgum (HP:0002857)-pectoral fin decreased size, abnormal (ZP:0001051), 
146	JUND_AD	JUND	3727	AD	0.6437	0.0024	0.5031	0.2207	0.0000	0.2920	0.0000	0.5031	0.5031	1.0000	0		Patent ductus arteriosus (HP:0001643)-decreased response of heart to induced stress (MP:0004486), Aortic root aneurysm (HP:0002616)-decreased response of heart to induced stress (MP:0004486), 		Proximity to NPPA associated with Atrial standstill 2 (OMIM:615745): Patent ductus arteriosus (HP:0001643)-Dilatation of the ventricular cavity (HP:0006698), Aortic root aneurysm (HP:0002616)-Vascular dilatation (HP:0002617), 	Proximity to NPPA Patent ductus arteriosus (HP:0001643)-abnormal vascular smooth muscle morphology (MP:0005592), Aortic root aneurysm (HP:0002616)-abnormal vascular smooth muscle morphology (MP:0005592), 	
147	IVL_AR	IVL	3713	AR	0.6467	0.0023	0.5002	0.2209	0.0000	0.3235	0.0000	0.5002	0.5002	1.0000	0		Patent ductus arteriosus (HP:0001643)-enlarged heart (MP:0000274), Aortic root aneurysm (HP:0002616)-enlarged heart (MP:0000274), 		Proximity to NSD1 associated with Sotos syndrome (ORPHA:821): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Hip contracture (HP:0003273), 		
147	USP17L30_AR	USP17L30	728419	AR	0.6470	0.0023	0.5004	0.2203	0.0000	0.0000	0.0000	0.5004	0.5004	1.0000	0				Proximity to ZMPSTE24 associated with Restrictive dermopathy (ORPHA:1662): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Ascending tubular aorta aneurysm (HP:0004970), Genu valgum (HP:0002857)-Thin clavicles (HP:0006645), 	Proximity to ZMPSTE24 Patent ductus arteriosus (HP:0001643)-thin ventricular wall (MP:0000280), Aortic root aneurysm (HP:0002616)-cardiac interstitial fibrosis (MP:0005608), Genu valgum (HP:0002857)-abnormal tibia morphology (MP:0000558), 	
147	NFASC_AR	NFASC	23114	AR	0.6479	0.0023	0.5048	0.2145	0.2658	0.0000	0.0000	0.5048	0.5048	1.0000	0	Neurodevelopmental disorder with central and peripheral motor dysfunction (OMIM:618356): Patent ductus arteriosus (HP:0001643)-Cleft palate (HP:0000175), Genu valgum (HP:0002857)-Small anterior fontanelle (HP:0000237), 			Proximity to SPTBN1 associated with Developmental delay, impaired speech, and behavioral abnormalities (OMIM:619475): Patent ductus arteriosus (HP:0001643)-Aortic aneurysm (HP:0004942), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to SPTBN1 Patent ductus arteriosus (HP:0001643)-ventricular septal defect (MP:0010402), Aortic root aneurysm (HP:0002616)-hemorrhage (MP:0001914), 	
150	COL4A2_AR	COL4A2	1284	AR	0.6533	0.0022	0.2529	0.4944	0.3266	0.5009	0.0000	0.5057	0.5057	0.5000	0	Brain small vessel disease 2 (OMIM:614483): Patent ductus arteriosus (HP:0001643)-Intracranial hemorrhage (HP:0002170), Aortic root aneurysm (HP:0002616)-Intracranial hemorrhage (HP:0002170), 	Patent ductus arteriosus (HP:0001643)-muscular ventricular septal defect (MP:0010420), Aortic root aneurysm (HP:0002616)-abnormal inferior vena cava morphology (MP:0006063), Genu valgum (HP:0002857)-fusion of vertebral arches (MP:0004613), 		Proximity to COL10A1 associated with Metaphyseal chondrodysplasia, Schmid type (OMIM:156500): Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to COL10A1 Genu valgum (HP:0002857)-short femur (MP:0003109), 	
